gene_id	gene_short_name	chr	gene_biotype	DFL	DFL_Del(CBS1)_l2fc	DFL_Del(CBS1)_padj	DFL_Del(CBS1-2)_l2fc	DFL_Del(CBS1-2)_padj	DFL_Del(CBS1-3)_l2fc	DFL_Del(CBS1-3)_padj	DFL_Del(CBS1-4)_l2fc	DFL_Del(CBS1-4)_padj	DFL_Del(CBS1-5)_l2fc	DFL_Del(CBS1-5)_padj	PFL	PFL_Del(CBS1)_l2fc	PFL_Del(CBS1)_padj	PFL_Del(CBS1-2)_l2fc	PFL_Del(CBS1-2)_padj	PFL_Del(CBS1-3)_l2fc	PFL_Del(CBS1-3)_padj	PFL_Del(CBS1-4)_l2fc	PFL_Del(CBS1-4)_padj	PFL_Del(CBS1-5)_l2fc	PFL_Del(CBS1-5)_padj
ENSMUSG00000091638	Vmn1r113	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000094085	Vmn1r114	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000091435	Vmn1r115	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000095973	Vmn1r116	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000096737	Vmn1r117	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000094589	Vmn1r118	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000094010	Vmn1r119	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000093986	Vmn1r120	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000094680	Vmn1r121	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000094001	Vmn1r122	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000094385	Vmn1r123	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000101436	Gm5157	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000094221	Vmn1r124	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000095309	Vmn1r125	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000096813	Vmn1r126	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000093890	Vmn1r127	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000095758	Vmn1r128	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000094879	Vmn1r129	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000109516	Gm6882	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000094208	Vmn1r130	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000093941	Vmn1r131	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000074322	Vmn1r132	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000096513	Vmn1r247	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000096760	Vmn1r248	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000095064	Vmn1r135	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000095191	Vmn1r249	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000095976	Gm5891	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000095962	Vmn1r137	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000095163	Vmn1r138	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000096283	Gm6176	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000074311	Vmn1r139	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000096304	Gm16451	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000096348	Vmn1r250	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000095273	Vmn1r142	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000096071	Vmn1r143	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000094981	Vmn1r251	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000094149	Vmn1r252	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000093871	Vmn1r253	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000093917	Vmn1r254	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000095543	Vmn1r148	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000094542	Vmn1r149	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000096871	Gm10665	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000093853	Vmn1r151	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000095383	Vmn1r152	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000094748	Vmn1r255	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000095984	Vmn1r256	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000109396	Gm4565	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000094905	Vmn1r155	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000095081	Vmn1r257	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000095363	Gm4567	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000095619	Vmn1r157	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000094700	Vmn1r158	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000095931	Vmn1r159	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000094931	Vmn1r160	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000092297	Vmn1r258	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000094532	Vmn1r259	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000094934	Vmn1r163	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000096601	Vmn1r260	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000095683	Gm10662	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000095358	Vmn1r165	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000096073	Vmn1r166	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000094682	Gm6902	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000045693	Nlrp4e	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000015721	Nlrp5	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000090715	Vmn1r167	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000074291	Vmn1r168	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000094602	Vmn1r169	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000094187	Vmn1r170	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000062483	Vmn1r171	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000035523	Vmn1r172	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000115021	Vmn1r173	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000090411	Vmn1r174	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000095632	Vmn1r175	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000096859	Vmn1r176	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000057513	Vmn1r177	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000062598	Vmn1r178	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046924	Vmn1r179	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000092473	Vmn1r180	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000097425	Vmn1r181	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000092456	V1rd19	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000118318	Vmn1r183	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000057101	Zfp180	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000052675	Zfp112	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000047603	Zfp235	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000068962	Zfp114	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000087598	Zfp111	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000074283	Zfp109	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000030486	Zfp108	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000055305	Zfp93	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000050605	Zfp61	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000074282	Zfp94	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000055826	Tescl	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000030484	Lypd5	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000054342	Kcnn4	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000002210	Smg9	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000062028	Irgc1	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046223	Plaur	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000054793	Cadm4	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000064264	Zfp428	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000117477	Gm50092	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000041037	Irgq	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000011632	Pinlyp	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000051768	Xrcc1	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000066721	Zfp575	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000064254	Ethe1	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000074277	Phldb3	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000057454	Lypd3	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000062773	Tex101	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000045587	Lypd10	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000058717	Lypd11	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000052212	Cd177	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000054169	Ceacam10	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000091955	Gm9844	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000062732	Lypd4	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000011349	Dmrtc2	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000040952	Rps19	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000003379	Cd79a	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000040940	Arhgef1	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000108367	Erfl	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000003380	Rabac1	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000040907	Atp1a3	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000003378	Grik5	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000045252	Zfp574	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000008496	Pou2f2	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000054499	Dedd2	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000046541	Zfp526	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000057177	Gsk3a	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000040857	Erf	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000005442	Cic	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000005447	Pafah1b3	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000058741	Prr19	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000043843	Tmem145	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000045039	Megf8	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000063651	Cnfn	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000003123	Lipe	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000060188	Cxcl17	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000074272	Ceacam1	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000054385	Ceacam2	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000074261	Erich4	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000057229	Dmac2	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000059479	B3gnt8	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000060376	Bckdha	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000061286	Exosc5	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000061702	Tmem91	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000063439	B9d2	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000002603	Tgfb1	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000002608	Ccdc97	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000040725	Hnrnpul1	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000002602	Axl	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000040703	Cyp2s1	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000030483	Cyp2b10	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
ENSMUSG00000040583	Cyp2b13	chr7	protein_coding		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA		NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
